GENE	SYMBOL	GE
ENSDARG00000062893	si:dkey-103i16.6	Gene Expression
ENSDARG00000111942	sptbn4b	Gene Expression
ENSDARG00000041011	gemin7	Gene Expression
ENSDARG00000009825	mmp23bb	Gene Expression
ENSDARG00000094590	c2cd5	Gene Expression
ENSDARG00000016080	nob1	Gene Expression
ENSDARG00000063414	rxylt1	Gene Expression
ENSDARG00000112349	CABZ01015105.1	Gene Expression
ENSDARG00000041379	si:ch211-245j22.3	Gene Expression
ENSDARG00000111801	CABZ01080599.1	Gene Expression
ENSDARG00000103027	clns1a	Gene Expression
ENSDARG00000086405	mterf2	Gene Expression
ENSDARG00000004492	pcyt1ab	Gene Expression
ENSDARG00000100377	CABZ01012885.1	Gene Expression
ENSDARG00000113833	ENSDARG00000113833	Gene Expression
ENSDARG00000112564	CABZ01032906.1	Gene Expression
ENSDARG00000011777	cttn	Gene Expression
ENSDARG00000079848	gmps	Gene Expression
ENSDARG00000059075	nip7	Gene Expression
ENSDARG00000088030	rpl35a	Gene Expression
ENSDARG00000016337	lctlb	Gene Expression
ENSDARG00000098687	pygo1	Gene Expression
ENSDARG00000111588	ENSDARG00000111588	Gene Expression
ENSDARG00000099803	pik3c2g	Gene Expression
ENSDARG00000018904	cstf3	Gene Expression
ENSDARG00000101844	mibp2	Gene Expression
ENSDARG00000078775	ENSDARG00000078775	Gene Expression
ENSDARG00000099728	zgc:56622	Gene Expression
ENSDARG00000106529	dut	Gene Expression
ENSDARG00000003994	syt9a	Gene Expression
ENSDARG00000098832	fam168a	Gene Expression
ENSDARG00000117008	CABZ01102201.1	Gene Expression
ENSDARG00000116666	CABZ01078320.1	Gene Expression
ENSDARG00000100084	CABZ01084603.1	Gene Expression
ENSDARG00000074996	tbrg1	Gene Expression
ENSDARG00000088343	prrt4	Gene Expression
ENSDARG00000112957	CT009745.1	Gene Expression
ENSDARG00000115717	pigbos1	Gene Expression
ENSDARG00000059349	homer2	Gene Expression
ENSDARG00000104569	CABZ01088484.1	Gene Expression
ENSDARG00000030753	prrg4	Gene Expression
ENSDARG00000099663	cox5ab	Gene Expression
ENSDARG00000099161	dnaaf4	Gene Expression
ENSDARG00000012005	mob2b	Gene Expression
ENSDARG00000105050	ENSDARG00000105050	Gene Expression
ENSDARG00000110545	CABZ01113373.1	Gene Expression
ENSDARG00000114191	LO018333.1	Gene Expression
ENSDARG00000039960	st7	Gene Expression
ENSDARG00000068876	zgc:153031	Gene Expression
ENSDARG00000040582	ENSDARG00000040582	Gene Expression
ENSDARG00000114798	CABZ01032906.2	Gene Expression
ENSDARG00000103011	CABZ01090373.1	Gene Expression
ENSDARG00000103959	pak1	Gene Expression
ENSDARG00000117580	BX000522.1	Gene Expression
ENSDARG00000117409	CABZ01100396.1	Gene Expression
ENSDARG00000117284	CU627988.1	Gene Expression
ENSDARG00000117787	LO018383.1	Gene Expression
ENSDARG00000117599	CABZ01068842.1	Gene Expression
ENSDARG00000117434	CABZ01073166.1	Gene Expression
ENSDARG00000117538	CABZ01075068.1	Gene Expression
ENSDARG00000117536	CR769778.2	Gene Expression
ENSDARG00000117660	CU459145.1	Gene Expression
ENSDARG00000117374	CABZ01047589.1	Gene Expression
ENSDARG00000117311	CABZ01071326.1	Gene Expression
ENSDARG00000117755	CU467655.2	Gene Expression
ENSDARG00000117507	FP236822.2	Gene Expression
ENSDARG00000117667	CABZ01052527.1	Gene Expression
ENSDARG00000117745	CT025776.2	Gene Expression
ENSDARG00000117675	CABZ01016692.1	Gene Expression
ENSDARG00000117502	AL953875.1	Gene Expression
ENSDARG00000117246	BX890624.2	Gene Expression
ENSDARG00000117732	AL805905.2	Gene Expression
ENSDARG00000117663	AL935295.2	Gene Expression
ENSDARG00000117439	CU929403.2	Gene Expression
ENSDARG00000117738	CU463109.2	Gene Expression
ENSDARG00000117300	BX936456.1	Gene Expression
ENSDARG00000117367	FP236457.1	Gene Expression
ENSDARG00000117486	CR925719.2	Gene Expression
ENSDARG00000117394	BX908385.2	Gene Expression
ENSDARG00000117489	CU896647.1	Gene Expression
ENSDARG00000117712	CABZ01086755.1	Gene Expression
ENSDARG00000117626	CABZ01102517.1	Gene Expression
ENSDARG00000117772	CABZ01102518.1	Gene Expression
ENSDARG00000117740	CABZ01113369.1	Gene Expression
ENSDARG00000063347	hrc	Gene Expression
ENSDARG00000028088	galk1	Gene Expression
ENSDARG00000061194	hectd2	Gene Expression
ENSDARG00000061864	hdlbpb	Gene Expression
ENSDARG00000096757	si:ch73-205h11.1	Gene Expression
ENSDARG00000099900	twnk	Gene Expression
ENSDARG00000008697	epas1a	Gene Expression
ENSDARG00000076334	mrpl43	Gene Expression
ENSDARG00000090949	dlg5b.1	Gene Expression
ENSDARG00000078127	neurl4	Gene Expression
ENSDARG00000063145	tfam	Gene Expression
ENSDARG00000009870	mapk8b	Gene Expression
ENSDARG00000052388	pcgf5b	Gene Expression
ENSDARG00000070497	bicc1b	Gene Expression
ENSDARG00000096720	CR352342.1	Gene Expression
ENSDARG00000019492	shbg	Gene Expression
ENSDARG00000005185	cpn1	Gene Expression
ENSDARG00000096738	si:zfos-911d5.4	Gene Expression
ENSDARG00000096728	cpn1	Gene Expression
ENSDARG00000090338	fam20cb	Gene Expression
ENSDARG00000016923	si:dkey-94f20.4	Gene Expression
ENSDARG00000045064	ablim1b	Gene Expression
ENSDARG00000075883	bub3	Gene Expression
ENSDARG00000088143	sema4gb	Gene Expression
ENSDARG00000076251	irf3	Gene Expression
ENSDARG00000074160	paqr4b	Gene Expression
ENSDARG00000096716	hmx3b	Gene Expression
ENSDARG00000055477	pelo	Gene Expression
ENSDARG00000086055	ENSDARG00000086055	Gene Expression
ENSDARG00000031048	gspt1	Gene Expression
ENSDARG00000101074	glud1b	Gene Expression
ENSDARG00000076192	ankrd1b	Gene Expression
ENSDARG00000009217	tom1l2	Gene Expression
ENSDARG00000027428	rpp30	Gene Expression
ENSDARG00000074229	prr12a	Gene Expression
ENSDARG00000056270	atpaf2	Gene Expression
ENSDARG00000076780	acadsb	Gene Expression
ENSDARG00000070498	phyhiplb	Gene Expression
ENSDARG00000105255	zbtb4	Gene Expression
ENSDARG00000074121	dnmbp	Gene Expression
ENSDARG00000009214	mfsd13a	Gene Expression
ENSDARG00000035835	eef2k	Gene Expression
ENSDARG00000060729	trim8b	Gene Expression
ENSDARG00000099966	polr2a	Gene Expression
ENSDARG00000077124	si:ch211-255p10.4	Gene Expression
ENSDARG00000055868	rsl1d1	Gene Expression
ENSDARG00000013880	spata20	Gene Expression
ENSDARG00000057498	habp2	Gene Expression
ENSDARG00000071566	ppp1cab	Gene Expression
ENSDARG00000096712	si:dkey-193p11.2	Gene Expression
ENSDARG00000105045	bmpr1ab	Gene Expression
ENSDARG00000096616	si:ch211-255p10.3	Gene Expression
ENSDARG00000040110	kif20bb	Gene Expression
ENSDARG00000056374	noxo1b	Gene Expression
ENSDARG00000074119	frmpd2	Gene Expression
ENSDARG00000096722	si:dkey-16i5.8	Gene Expression
ENSDARG00000077317	snx29	Gene Expression
ENSDARG00000061226	timp2a	Gene Expression
ENSDARG00000077582	ank3b	Gene Expression
ENSDARG00000071409	arl3b	Gene Expression
ENSDARG00000017960	sfxn2	Gene Expression
ENSDARG00000057484	srsf2a	Gene Expression
ENSDARG00000035458	atp2a1l	Gene Expression
ENSDARG00000075046	rnf151	Gene Expression
ENSDARG00000060253	si:ch211-216b21.2	Gene Expression
ENSDARG00000096739	si:dkey-219e21.2	Gene Expression
ENSDARG00000089913	cacna1g	Gene Expression
ENSDARG00000099672	capgb	Gene Expression
ENSDARG00000078132	tex2l	Gene Expression
ENSDARG00000090895	kansl1a	Gene Expression
ENSDARG00000099974	ldb3b	Gene Expression
ENSDARG00000095254	si:dkey-239j18.2	Gene Expression
ENSDARG00000096736	CR749163.2	Gene Expression
ENSDARG00000096691	CU929359.1	Gene Expression
ENSDARG00000096784	CU929359.2	Gene Expression
ENSDARG00000073891	gdf10b	Gene Expression
ENSDARG00000059173	gdf2	Gene Expression
ENSDARG00000096519	irbpl	Gene Expression
ENSDARG00000074806	afap1l2	Gene Expression
ENSDARG00000089314	mapta	Gene Expression
ENSDARG00000062446	neurl2	Gene Expression
ENSDARG00000005134	psmd11b	Gene Expression
ENSDARG00000078481	uts2r2	Gene Expression
ENSDARG00000037196	arid5b	Gene Expression
ENSDARG00000039173	ctslb	Gene Expression
ENSDARG00000059163	rbp3	Gene Expression
ENSDARG00000042827	adoa	Gene Expression
ENSDARG00000035837	mosmob	Gene Expression
ENSDARG00000003167	mlst8	Gene Expression
ENSDARG00000045145	shisa9a	Gene Expression
ENSDARG00000042826	egr2b	Gene Expression
ENSDARG00000057481	ENSDARG00000057481	Gene Expression
ENSDARG00000089806	si:dkey-239j18.3	Gene Expression
ENSDARG00000029695	pgp	Gene Expression
ENSDARG00000056247	bricd5	Gene Expression
ENSDARG00000095603	grid2ipb	Gene Expression
ENSDARG00000103235	mfsd8	Gene Expression
ENSDARG00000075022	si:ch211-93e11.8	Gene Expression
ENSDARG00000075441	vwa2	Gene Expression
ENSDARG00000077749	usp54b	Gene Expression
ENSDARG00000062442	msrb1b	Gene Expression
ENSDARG00000007465	tdrd1	Gene Expression
ENSDARG00000045159	zdhhc4	Gene Expression
ENSDARG00000045160	msrb1b	Gene Expression
ENSDARG00000087651	ctslb	Gene Expression
ENSDARG00000074306	ctslb	Gene Expression
ENSDARG00000016457	irf9	Gene Expression
ENSDARG00000063612	antxr1c	Gene Expression
ENSDARG00000071691	uqcrc2b	Gene Expression
ENSDARG00000023591	nrbf2b	Gene Expression
ENSDARG00000031968	cpped1	Gene Expression
ENSDARG00000104531	zcchc4	Gene Expression
ENSDARG00000099712	zgc:163073	Gene Expression
ENSDARG00000096674	CR450698.1	Gene Expression
ENSDARG00000074824	si:dkey-49c17.4	Gene Expression
ENSDARG00000096804	si:dkey-219e21.4	Gene Expression
ENSDARG00000071426	lrrc59	Gene Expression
ENSDARG00000071425	nat9	Gene Expression
ENSDARG00000045087	cdk5r1b	Gene Expression
ENSDARG00000014161	ercc4	Gene Expression
ENSDARG00000036863	ENSDARG00000036863	Gene Expression
ENSDARG00000021488	cyth1b	Gene Expression
ENSDARG00000071445	myoz1b	Gene Expression
ENSDARG00000034309	cox10	Gene Expression
ENSDARG00000079623	ubtd1b	Gene Expression
ENSDARG00000078696	synpo2lb	Gene Expression
ENSDARG00000088307	mrtfba	Gene Expression
ENSDARG00000075527	zgc:174154	Gene Expression
ENSDARG00000099218	ghrhr2	Gene Expression
ENSDARG00000079939	jmjd1cb	Gene Expression
ENSDARG00000015989	zdhhc16b	Gene Expression
ENSDARG00000079067	mms19	Gene Expression
ENSDARG00000002362	ubald1a	Gene Expression
ENSDARG00000034633	emc9	Gene Expression
ENSDARG00000086645	hs3st3b1b	Gene Expression
ENSDARG00000104543	CR456627.1	Gene Expression
ENSDARG00000055223	ablim2	Gene Expression
ENSDARG00000077560	grin2cb	Gene Expression
ENSDARG00000095744	si:dkey-269i1.4	Gene Expression
ENSDARG00000071573	lsm5	Gene Expression
ENSDARG00000098738	scn4aa	Gene Expression
ENSDARG00000088794	si:ch73-180n10.1	Gene Expression
ENSDARG00000020876	pdk2a	Gene Expression
ENSDARG00000033144	psme2	Gene Expression
ENSDARG00000023299	snu13b	Gene Expression
ENSDARG00000045070	itgb3b	Gene Expression
ENSDARG00000076997	stxbp4	Gene Expression
ENSDARG00000088639	cdca9	Gene Expression
ENSDARG00000026611	socs3b	Gene Expression
ENSDARG00000076225	tha1	Gene Expression
ENSDARG00000061004	cox11	Gene Expression
ENSDARG00000062817	crym	Gene Expression
ENSDARG00000042410	rab40b	Gene Expression
ENSDARG00000095072	ctslb	Gene Expression
ENSDARG00000020224	ENSDARG00000020224	Gene Expression
ENSDARG00000100072	mgrn1a	Gene Expression
ENSDARG00000060457	pmp22b	Gene Expression
ENSDARG00000045038	tekt3	Gene Expression
ENSDARG00000088290	foxj1b	Gene Expression
ENSDARG00000004160	reep3b	Gene Expression
ENSDARG00000101755	prkar1ab	Gene Expression
ENSDARG00000089750	si:dkey-26g8.5	Gene Expression
ENSDARG00000104691	cd79b	Gene Expression
ENSDARG00000074849	rac1a	Gene Expression
ENSDARG00000033999	cyp26a1	Gene Expression
ENSDARG00000094559	zgc:174855	Gene Expression
ENSDARG00000100678	ifnphi4	Gene Expression
ENSDARG00000079376	zgc:174153	Gene Expression
ENSDARG00000075621	birc5a	Gene Expression
ENSDARG00000089276	tmem235b	Gene Expression
ENSDARG00000010098	pank1b	Gene Expression
ENSDARG00000074396	fscn2b	Gene Expression
ENSDARG00000079486	fam20a	Gene Expression
ENSDARG00000096781	CR932362.1	Gene Expression
ENSDARG00000010953	ndel1a	Gene Expression
ENSDARG00000099954	plekhm1	Gene Expression
ENSDARG00000089885	slc16a12b	Gene Expression
ENSDARG00000061473	tbkbp1	Gene Expression
ENSDARG00000004473	tbx21	Gene Expression
ENSDARG00000090910	si:ch211-152f22.4	Gene Expression
ENSDARG00000045036	cdc42ep4b	Gene Expression
ENSDARG00000061020	ccdc186	Gene Expression
ENSDARG00000017367	rhbdf1b	Gene Expression
ENSDARG00000090977	ifit12	Gene Expression
ENSDARG00000045143	hbbe2	Gene Expression
ENSDARG00000096532	si:dkey-202c14.3	Gene Expression
ENSDARG00000045142	hbae5	Gene Expression
ENSDARG00000020521	exoc6	Gene Expression
ENSDARG00000080009	bahcc1b	Gene Expression
ENSDARG00000096808	si:dkey-287g12.6	Gene Expression
ENSDARG00000100121	si:dkey-21c1.8	Gene Expression
ENSDARG00000071592	aqp8a.2	Gene Expression
ENSDARG00000038147	hbbe3	Gene Expression
ENSDARG00000045144	zgc:163057	Gene Expression
ENSDARG00000012981	osbpl7	Gene Expression
ENSDARG00000077178	zgc:152977	Gene Expression
ENSDARG00000061197	armc7	Gene Expression
ENSDARG00000096780	CR932360.2	Gene Expression
ENSDARG00000090537	ifit11	Gene Expression
ENSDARG00000045071	chad	Gene Expression
ENSDARG00000007467	ifit10	Gene Expression
ENSDARG00000061201	acsf2	Gene Expression
ENSDARG00000008098	ifit9	Gene Expression
ENSDARG00000104255	arhgap27	Gene Expression
ENSDARG00000014005	lrrc45	Gene Expression
ENSDARG00000045190	ch25h	Gene Expression
ENSDARG00000055563	drosha	Gene Expression
ENSDARG00000045157	si:ch211-147h1.4	Gene Expression
ENSDARG00000045180	acta2	Gene Expression
ENSDARG00000055284	afap1	Gene Expression
ENSDARG00000003085	stambpl1	Gene Expression
ENSDARG00000060452	sdk2b	Gene Expression
ENSDARG00000077081	slc38a10	Gene Expression
ENSDARG00000102624	kif22	Gene Expression
ENSDARG00000020795	rac3b	Gene Expression
ENSDARG00000096696	CR932360.1	Gene Expression
ENSDARG00000103588	prrt2	Gene Expression
ENSDARG00000045156	rgs9b	Gene Expression
ENSDARG00000061990	kcnh4b	Gene Expression
ENSDARG00000002298	ankrd22	Gene Expression
ENSDARG00000061011	hlfb	Gene Expression
ENSDARG00000045141	aqp8a.1	Gene Expression
ENSDARG00000045091	mrpl10	Gene Expression
ENSDARG00000105527	ENSDARG00000105527	Gene Expression
ENSDARG00000096749	ENSDARG00000096749	Gene Expression
ENSDARG00000079271	dcxr	Gene Expression
ENSDARG00000102349	cep55l	Gene Expression
ENSDARG00000077177	map2k4b	Gene Expression
ENSDARG00000105665	FO704741.1	Gene Expression
ENSDARG00000018529	lipf	Gene Expression
ENSDARG00000005284	fbxl15	Gene Expression
ENSDARG00000096800	si:ch211-277e21.1	Gene Expression
ENSDARG00000055569	ghdc	Gene Expression
ENSDARG00000060941	ENSDARG00000060941	Gene Expression
ENSDARG00000057644	adam8b	Gene Expression
ENSDARG00000003077	gpx9	Gene Expression
ENSDARG00000071406	tepsin	Gene Expression
ENSDARG00000096683	CU565528.1	Gene Expression
ENSDARG00000032578	pax2b	Gene Expression
ENSDARG00000017612	pnpo	Gene Expression
ENSDARG00000055291	rab18a	Gene Expression
ENSDARG00000033446	tap2t	Gene Expression
ENSDARG00000045140	lcmt1	Gene Expression
ENSDARG00000053528	nog3	Gene Expression
ENSDARG00000079457	faap100	Gene Expression
ENSDARG00000096725	si:dkey-21c1.1	Gene Expression
ENSDARG00000101199	rbp4	Gene Expression
ENSDARG00000026090	adprm	Gene Expression
ENSDARG00000012453	rnls	Gene Expression
ENSDARG00000007490	adrb1	Gene Expression
ENSDARG00000019746	rfng	Gene Expression
ENSDARG00000079227	plekhs1	Gene Expression
ENSDARG00000089581	nhlrc2	Gene Expression
ENSDARG00000070041	zgc:153920	Gene Expression
ENSDARG00000100397	pde6c	Gene Expression
ENSDARG00000091768	dclre1a	Gene Expression
ENSDARG00000055588	stat5b	Gene Expression
ENSDARG00000104417	CT573006.2	Gene Expression
ENSDARG00000053526	enpp7.1	Gene Expression
ENSDARG00000087461	si:dkey-21c1.4	Gene Expression
ENSDARG00000074156	sgca	Gene Expression
ENSDARG00000074150	si:ch211-226h7.5	Gene Expression
ENSDARG00000006112	myof	Gene Expression
ENSDARG00000095409	si:ch211-226h7.8	Gene Expression
ENSDARG00000076196	si:ch211-226h7.6	Gene Expression
ENSDARG00000076229	mrtfab	Gene Expression
ENSDARG00000016089	bicral	Gene Expression
ENSDARG00000109626	si:ch211-226h7.3	Gene Expression
ENSDARG00000052779	zgc:153932	Gene Expression
ENSDARG00000053525	enpp7.2	Gene Expression
ENSDARG00000029308	prr15lb	Gene Expression
ENSDARG00000030472	slc16a5a	Gene Expression
ENSDARG00000096761	CT573006.1	Gene Expression
ENSDARG00000102615	fra10ac1	Gene Expression
ENSDARG00000075450	mkxa	Gene Expression
ENSDARG00000096700	FP565451.1	Gene Expression
ENSDARG00000013079	tubgcp2	Gene Expression
ENSDARG00000096678	si:dkey-263j23.1	Gene Expression
ENSDARG00000096681	BX927300.1	Gene Expression
ENSDARG00000010083	rbfox3a	Gene Expression
ENSDARG00000096782	si:dkey-148d16.5	Gene Expression
ENSDARG00000061216	hexdc	Gene Expression
ENSDARG00000025875	kctd2	Gene Expression
ENSDARG00000056623	ptenb	Gene Expression
ENSDARG00000079371	lrrc3ca	Gene Expression
ENSDARG00000089747	si:zfos-754c12.2	Gene Expression
ENSDARG00000045092	cdk5rap3	Gene Expression
ENSDARG00000073765	gna13a	Gene Expression
ENSDARG00000058421	lgi1b	Gene Expression
ENSDARG00000071745	pimr46	Gene Expression
ENSDARG00000022918	tbcc	Gene Expression
ENSDARG00000006413	rpl38	Gene Expression
ENSDARG00000038018	prph2a	Gene Expression
ENSDARG00000055128	armc4	Gene Expression
ENSDARG00000101715	arsg	Gene Expression
ENSDARG00000010018	qki2	Gene Expression
ENSDARG00000088878	c1qtnf1	Gene Expression
ENSDARG00000096711	si:ch211-194k22.8	Gene Expression
ENSDARG00000035809	col1a1b	Gene Expression
ENSDARG00000024488	top2a	Gene Expression
ENSDARG00000006125	csnk1db	Gene Expression
ENSDARG00000090526	zgc:158404	Gene Expression
ENSDARG00000056609	atad1b	Gene Expression
ENSDARG00000088204	shisa8b	Gene Expression
ENSDARG00000063268	ENSDARG00000063268	Gene Expression
ENSDARG00000089529	desi1b	Gene Expression
ENSDARG00000045051	slc16a3	Gene Expression
ENSDARG00000045123	oplah	Gene Expression
ENSDARG00000087921	plce1	Gene Expression
ENSDARG00000096786	si:ch211-28p3.3	Gene Expression
ENSDARG00000076533	nfe2l1b	Gene Expression
ENSDARG00000056600	papss2b	Gene Expression
ENSDARG00000018418	pth3r	Gene Expression
ENSDARG00000091009	si:ch211-28p3.4	Gene Expression
ENSDARG00000091836	casp7	Gene Expression
ENSDARG00000016934	ttyh2	Gene Expression
ENSDARG00000026482	arhgap12b	Gene Expression
ENSDARG00000102470	mpp7a	Gene Expression
ENSDARG00000062943	taco1	Gene Expression
ENSDARG00000071551	xrcc6	Gene Expression
ENSDARG00000071396	timm23a	Gene Expression
ENSDARG00000045172	minpp1b	Gene Expression
ENSDARG00000054442	cbx1b	Gene Expression
ENSDARG00000009341	nrap	Gene Expression
ENSDARG00000052522	snx11	Gene Expression
ENSDARG00000071414	cybc1	Gene Expression
ENSDARG00000055630	foxh1	Gene Expression
ENSDARG00000024184	narf	Gene Expression
ENSDARG00000076980	ppp1r16a	Gene Expression
ENSDARG00000053323	zgc:112285	Gene Expression
ENSDARG00000002487	noc3l	Gene Expression
ENSDARG00000056783	raraa	Gene Expression
ENSDARG00000079926	syt15	Gene Expression
ENSDARG00000087657	fasn	Gene Expression
ENSDARG00000012577	waca	Gene Expression
ENSDARG00000010296	kcnh6b	Gene Expression
ENSDARG00000071548	josd1	Gene Expression
ENSDARG00000055381	bambia	Gene Expression
ENSDARG00000059079	vps25	Gene Expression
ENSDARG00000053026	kif19	Gene Expression
ENSDARG00000076966	pagr1	Gene Expression
ENSDARG00000096746	CR381684.1	Gene Expression
ENSDARG00000026294	erbb2	Gene Expression
ENSDARG00000079204	adam11	Gene Expression
ENSDARG00000096701	si:dkey-21e13.3	Gene Expression
ENSDARG00000007807	cyth3a	Gene Expression
ENSDARG00000087181	cbx7b	Gene Expression
ENSDARG00000062902	si:dkey-220f10.4	Gene Expression
ENSDARG00000020041	vps35l	Gene Expression
ENSDARG00000074041	abca5	Gene Expression
